freq,sectperf,prof_pos,sex,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GOV,RSE,T,HC,AT	: 	1277 	: 	: 	: 	1225 	: 	: 	: 	1268 	: 	: 	: 	2025 	: 	: 	: 	: 	2290 	: 	: 	: 	2368 	: 	2315 	: 	2789 	2783 	: 	3145 	: 	3337 	: 	3472 	: 	3747 	: 	6598 	: 	7037 	: 	7102 	: 	7420 	: 
A,GOV,RSE,T,HC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	97 	69 	: 	: 	: 	: 	53 	78 	129 	: 	: 	: 
A,GOV,RSE,T,HC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2119 	2180 	2431 	2511 	2567 	2653 	3092 	3251 	3069 	3215 	3962 b	4061 	4472 	4501 	4769 	4952 	5782 	6013 	6897 	7030 	7705 	8087 	: 
A,GOV,RSE,T,HC,BG	8245 	8556 	9130 	8944 	9454 	10312 	13367 	14353 	13210 	14062 	15423 	14751 	12560 	12842 	8177 	7795 	8876 	8178 	8080 	7577 	6763 	6387 	6326 	6377 	6474 	6472 	6493 	6440 	6256 	6015 	5877 	5886 	5485 	5414 	5176 	4830 	4979 	4937 	4826 	4970 	5088 	5018 	5101 	5088 	: 
A,GOV,RSE,T,HC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1350 d	: 	965 	: 	770 bd	: 	985 d	: 	960 d	: 	980 d	: 	1034 d	: 	955 d	: 	980 	: 	1089 d	1095 	: 	1051 	: 	1333 	: 	1188 	1268 	1336 	: 
A,GOV,RSE,T,HC,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303114 	320814 	339576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,RSE,T,HC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	156 	160 	177 	201 	219 	217 	212 	222 	234 	225 	224 	201 	206 	215 	202 	188 	174 	177 	176 	191 	195 	211 	229 	221 	: 	234 	: 
A,GOV,RSE,T,HC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8329 	4656 	4966 	6695 	8712 	8899 	8480 	7432 	7860 	7910 	7850 	7997 	8213 	9030 	9449 	9541 	9816 	8777 	8697 	8934 	8701 	9171 	9509 	9905 	9865 	10569 	10807 	10819 	11080 	11167 	11125 	10946 d	11168 dp
A,GOV,RSE,T,HC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43935 	47326 	44898 	47783 	49509 e	53469 	58098 	61342 	64279 	65538 	66264 	61224 b	62790 d	62840 d	63862 d	66978 d	69352 d	71733 d	75078 d	: 	64366 bd	: 
A,GOV,RSE,T,HC,DK	: 	: 	: 	: 	: 	5501 	: 	5813 	: 	6049 	: 	6219 	: 	6202 	: 	7378 	: 	6606 	: 	6767 	6118 	6117 	3118 b	3269 	3353 	3104 	3282 	1969 b	1762 	1971 	2030 	2038 	2092 	2289 	2394 	2585 	2443 	2621 	2747 	2767 p	2782 p	: 	: 	3300 	: 
A,GOV,RSE,T,HC,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144112 e	151167 e	155811 e	163720 e	167600 e	174476 e	183450 e	186661 e	192358 e	198457 e	197727 e	195643 e	205622 e	210559 e	216439 e	224224 e	230147 e	235897 e	246270 e	237826 e	247901 e	: 
A,GOV,RSE,T,HC,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	148008 e	155888 e	158652 e	166645 e	170334 e	177327 e	186557 e	189784 e	195259 e	201344 e	200507 e	198225 e	208099 e	213100 e	219167 e	227011 e	233107 e	238936 e	249166 e	240976 e	251177 e	: 
A,GOV,RSE,T,HC,EE	3304 	3541 	3618 	3769 	3688 	3755 	3877 	3886 	3834 	3720 	3976 	3737 	2153 	2054 	2056 	1769 	1565 	893 	765 	758 	675 	610 	605 	637 	636 	622 	736 	740 	754 	723 	745 	733 	726 	749 	738 	668 	623 	642 	574 	608 	634 	623 	709 	699 	: 
A,GOV,RSE,T,HC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2592 	: 	3051 	: 	3094 	: 	2746 	: 	2868 	: 	3027 	: 	2916 	: 	: 	: 	: 	: 	6094 b	: 	8567 	: 	15758 	: 	15987 	: 	17804 	18171 	19263 	19743 	21769 	: 
A,GOV,RSE,T,HC,ES	: 	: 	: 	: 	: 	3291 	5317 	6967 	8772 	9129 	: 	: 	11722 	11847 	10362 	11379 	: 	14573 	: 	15873 	17071 	18687 	18137 	21467 	24245 	28212 	27957 	30264 	32653 	34277 	33884 	33278 	32192 	31018 	31094 	32371 	33640 	34193 	35015 	35980 	36092 	37937 	39218 	39670 	: 
A,GOV,RSE,T,HC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	191013 e	196106 e	204444 e	209566 e	217134 e	218124 e	225009 e	232982 e	238399 e	246963 e	252562 e	255145 e	253237 e	266440 e	259674 e	269425 e	277327 e	282749 e	290848 e	301769 e	292875 e	302050 e	: 
A,GOV,RSE,T,HC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5326 	5622 	5703 	5714 	5687 	5762 	5970 	5937 	5677 	5732 	5179 	4888 	4391 	4775 	4635 	4629 	4673 	4831 d	4986 d	5242 d	: 
A,GOV,RSE,T,HC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21457 	21615 	22774 	23105 	23998 	22090 	21698 	: 	27569 e	23012 de	25973 bd	26376 d	26645 d	27671 d	27441 d	28709 d	29206 d	30487 d	27433 b	27626 	28051 	28520 	28403 	: 	30214 	30474 p	30684 p	: 	31167 	31845 	32574 	33686 	: 
A,GOV,RSE,T,HC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3491 	3896 	4721 	2841 	2925 	2734 	2851 	3107 	3123 	2901 	2887 d	2780 d	2582 d	2477 d	2541 d	2728 d	2787 d	2960 d	3039 d	2896 	3150 	3276 	: 
A,GOV,RSE,T,HC,HU	6346 	6849 d	6824 d	6878 d	6585 d	6742 d	6832 d	6806 d	6700 d	6585 d	6316 d	5616 d	4895 d	4634 d	4418 d	4075 d	4392 d	4395 d	4832 d	5090 d	5366 	5172 d	5735 d	5822 d	5921 b	6213 	6217 	5941 	5750 	5973 	6148 	6237 	5726 	5770 	6257 	6290 	6150 	6113 	7906 b	8046 	8285 	7896 	7960 	7658 	: 
A,GOV,RSE,T,HC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	587 	666 	588 	457 	520 	565 	587 	587 	607 	599 	558 	516 	544 	573 	: 	677 	: 	760 	: 	998 	1142 	1142 	: 
A,GOV,RSE,T,HC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370 	: 	478 	: 	484 	: 	610 	656 	821 	: 	678 	: 	1022 	: 	1026 	1139 	1044 	1091 	1230 	: 	506 b	: 	168 b	: 	: 	: 	255 	278 	: 	: 	287 	308 u	284 	: 
A,GOV,RSE,T,HC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18967 	18656 	18170 	18512 	16226 	16086 	17389 	17817 	18818 	23171 	21570 	20385 	20747 	22336 	23715 	25930 	27621 	28314 	29058 	29124 	29830 	30403 	31008 	31606 	33263 	34733 	37014 	: 
A,GOV,RSE,T,HC,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35992 d	36052 d	36268 d	36725 d	36675 d	36268 d	35618 d	35084 d	35971 d	35693 d	35234 d	34829 d	34287 d	34067 d	34151 d	34235 d	34598 d	34745 d	34920 d	34449 d	34661 d	34511 d	34335 d	: 
A,GOV,RSE,T,HC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13692 d	11475 d	12467 d	12491 d	12735 d	12467 d	12636 d	12588 d	13465 d	14590 d	17459 b	17277 	20607 	22018 	23710 	24822 	26153 	27508 	28986 	29571 	29733 	30470 	32135 	30822 	31370 	31624 	32679 	: 
A,GOV,RSE,T,HC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3014 	3034 	2934 	2836 	2566 	2383 	1866 	1736 	1753 	1878 	1759 	1694 	1680 	1764 	1599 	1732 	1700 	1696 	1761 	1886 	2643 	2883 	2850 	2774 	2895 	2966 	2860 	2947 d	: 
A,GOV,RSE,T,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	264 	307 	331 	365 	: 	431 	482 	543 	: 	648 	721 	816 	786 	788 	767 	678 	: 	682 	: 	756 	: 	777 	: 	849 	: 
A,GOV,RSE,T,HC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1815 	1538 	1579 	1478 	1225 	971 	899 	800 	769 	744 	660 	622 	773 	1262 	1378 	1020 	838 	784 	915 	964 	944 	904 	947 	907 	896 	898 	847 	1025 	1035 	1026 	872 	: 
A,GOV,RSE,T,HC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	494 	: 	508 	491 	573 d	355 	469 	473 	534 	: 	: 	: 	: 	: 
A,GOV,RSE,T,HC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	768 	812 	790 	800 	627 	665 	292 	453 	: 	: 	418 	495 	408 	351 	336 	396 	: 	336 	: 	: 
A,GOV,RSE,T,HC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	9 	24 	34 	47 	25 	42 	50 	32 	35 	33 	25 	27 	34 	33 	32 	32 	17 	29 	34 	44 	64 	: 
A,GOV,RSE,T,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8868 	8469 	8559 	8529 	8746 	7514 	6492 b	7263 	7258 	8627 bd	8532 d	7800 d	8084 d	8044 d	7803 d	7736 d	7900 d	8101 d	11581 bd	7976 bd	7506 d	7893 d	7969 d	7860 d	8102 d	8641 d	8800 d	9266 d	8181 bd	8684 d	: 
A,GOV,RSE,T,HC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3895 u	: 	3919 u	: 	4037 u	: 	3971 u	: 	4077 u	: 	4330 u	: 	4542 u	: 	5465 u	5520 u	5982 u	6050 	6205 	6216 	6350 	6233 	6371 	6350 	6423 	6444 	6384 	6503 	6523 	6509 	6613 	: 
A,GOV,RSE,T,HC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12293 	12336 	12332 	13600 	12811 	12179 	12361 	11762 	16291 	14964 	14377 	14094 	14511 	14956 	14938 	15462 	16236 	16098 	15628 	15633 	16050 	15468 	3973 	5782 	5102 	4282 	5387 	5702 	5415 	5433 	: 
A,GOV,RSE,T,HC,PT	: 	: 	2301 	2290 e	2278 	2405 e	2531 	2608 e	2685 	2794 e	2902 	2838 e	2774 	2889 e	3008 e	3138 	3236 e	3334 	4351 	5368 	5290 e	5211 	5119 e	5027 	5315 e	5602 	5105 e	4607 	4421 	4425 	5101 	6059 	4784 	4101 b	4510 	4620 	4614 	5327 	5501 	5839 	5972 	6562 	6641 	7083 	: 
A,GOV,RSE,T,HC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9968 	8922 	8623 	7599 	6472 	6741 	5855 	5390 	5764 	6082 	6270 	6586 	7267 	5864 	6100 	6541 	6010 	5831 	6117 b	6664 	6859 	6799 	7032 	7043 	6856 	7064 	7267 	7249 	6910 	7126 	7278 	: 
A,GOV,RSE,T,HC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2738 	2782 	2666 	2929 	3083 	3133 	2920 	3236 	3011 	3034 	3112 	3292 	3401 	3453 	3490 	3807 	3952 
A,GOV,RSE,T,HC,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	171300 	167300 	166100 	160900 	145200 	143685 	146342 	141083 	137659 	130939 	131267 	129725 	131190 e	131607 e	131906 e	132350 e	139378 e	138728 e	138169 e	132261 e	132955 e	131734 e	128717 e	136521 e	132204 e	132796 e	134794 	: 	130081 	131366 	113555 	: 	: 	: 	: 	: 
A,GOV,RSE,T,HC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3399 u	: 	4734 be	: 	2843 be	: 	2217 e	: 	6394 be	: 	9527 be	: 	12231 e	: 	13380 	: 	11491 e	: 	13028 b	: 	11170 	: 
A,GOV,RSE,T,HC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1735 b	1821 	1756 	1669 	1864 	1934 	1963 	1919 	1845 	1939 	1221 	1313 	1846 	1973 	2194 	2462 	2472 	2457 	2153 b	2169 	2165 	2077 	1927 	1958 	2170 	2281 	2322 	2319 	2405 	2817 	3038 	: 
A,GOV,RSE,T,HC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4534 d	4200 d	4437 d	2732 d	2815 d	2720 d	2855 	2761 d	2722 d	2844 d	2706 d	2845 d	2939 d	3299 d	3274 d	3275 d	3484 d	3519 d	3683 d	3324 d	3975 d	3957 	4422 	4408 	4628 	4706 	4900 	5034 	4941 	5035 	: 
A,GOV,RSE,T,HC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3254 	3120 	2688 	2751 	3156 	3489 	3804 	4569 	4734 	5400 	5468 	5786 	5692 	6632 	7099 	7073 	7359 	7083 	7251 	7199 	7483 	7379 	7549 	6635 	6970 	7337 	7249 	6864 	: 
A,GOV,RSE,T,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15278 	: 	9893 b	9848 	10016 	10004 	10188 	9736 	9981 	9832 	9821 	9714 	8617 	8752 	8714 	8873 	8391 	8257 	8427 	8141 	: 	: 	: 	: 	: 	: 
A,GOV,RSE,T,HC,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57477 	58360 	97720 	: 	: 
A,GOV,TEC,F,FTE,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	166.2 	: 	: 	: 	170.4 	: 	156.3 	: 	172.8 	187.3 	: 	194.9 	: 	187.8 	: 	206.9 	: 	194.8 	: 	428.9 	: 	463.1 	: 	492.7 	: 	558.6 	: 
A,GOV,TEC,F,FTE,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.1 	6.5 	8.6 	: 	: 	: 	: 	3.2 	11 	5 	: 	: 	: 
A,GOV,TEC,F,FTE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370 	394.3 	425.9 	427.6 	307.9 	331.5 	306 	305.3 	371.8 	383.3 	421.5 	429.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2533 	3122 	3276 	3579 	2129 	2384 	1671 	1924 	1930 	1943 	1777 	1745 	1664 	1663 	1557 	1392 	1372 	1473 	1347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43 	46 	42 	42.9 	52.8 	40.6 	41 	39.1 	42.7 	46.9 	43.4 	36.9 	36.9 	33.4 	33.7 	34.6 	31.3 	31.6 	31.2 	35.9 	31.3 	31.5 	21 	16.2 	: 	27.4 	: 
A,GOV,TEC,F,FTE,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1117 	1251 	1196 	1193 	1141.3 	1729.6 b	1765.2 	1835.1 	1697 	1794.4 	1640.7 	1609.9 	1621 	1783.2 	1760.7 	1859.4 	1803.1 	1860.6 	2054.6 	2222.5 	2134.7 	2090.9 	1995.7 	1902.5 	1924.1 p
A,GOV,TEC,F,FTE,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3805 	3465 	4127 	4762 	5262 	5338 	5402.6 	5592.6 	5545.1 	5649.9 	6194 	8546.2 b	8560.2 d	8831.9 d	9111.4 d	9302 d	9206.3 d	9551 d	9585 d	: 	7865 b	: 
A,GOV,TEC,F,FTE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	447.3 	454.3 	195.2 b	: 	89 	65.9 	78.1 	86.9 	105.1 	125 	149 	148 	232 	260 	245 p	: 	: 	: 	126.1 	: 
A,GOV,TEC,F,FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	221 	157 	136 	117 	131 	70 	98 	98 	101 	48 	64 	83 	82 	82 	94 	105 	123 	136 	106.2 	121 	119 	118 	110 	100 	104.5 	71 	: 	: 	: 
A,GOV,TEC,F,FTE,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	459 	: 	: 	: 	559 	: 	551.3 	: 	: 	: 	: 	: 	948.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1649 	: 	2032 	2080.8 	2589.8 	2410.6 	2567.5 	2719.8 	3063.7 	3869 	4903.5 	4180.7 	7395 	8025 	7920.6 	7501.4 	7146.7 	7142 	7225.9 	6906.4 	7336.2 	7036.3 	7212.5 	7633.4 	8252 	8653 	9463 	: 
A,GOV,TEC,F,FTE,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8373 	: 	8324.2 	8168.2 p	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	234 	256 	262 	430.2 	457.3 	514.4 	470.3 	565.5 	528.5 	545.8 	559.3 d	554.1 d	546.1 d	601.9 d	452 d	504.9 d	504.7 d	516.3 d	664.5 d	575.7 	400.9 	505.5 	: 
A,GOV,TEC,F,FTE,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1070 	1065 	1087 	1097 	1052 	1065 	1115 	1020 	910 	1374 	1015 	892 	1063 b	1259 	1166 	906 	830 	835 	: 
A,GOV,TEC,F,FTE,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107 	109 	108 	107 	96 	110 	66 	70 	62 	69 	63 	57 	59 	76 	: 	84 	: 	106 	: 	123 	128 	: 	: 
A,GOV,TEC,F,FTE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 	: 	: 	: 	: 	: 	111.3 	103.5 	76.8 	80.3 	88.7 	: 	59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	4 u	0 	: 
A,GOV,TEC,F,FTE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3997 	4026 	4211 	4646.6 	4106.8 	3734.5 	4252.7 	4559.3 	4720.8 	5080.9 	4883.7 	4810.8 	5175.6 	4687 	4546.2 	4702.5 	4690.8 	4736.4 	4598 	4454 	4524 	: 
A,GOV,TEC,F,FTE,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	609 d	690 d	724 d	1089 d	1330 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	839.6 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	757 	765 	546 	556 	518 	453 	469 	475 	494 	444 	389 	312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.3 	40 	44.5 	: 	69.7 	76.9 	87.4 	91.5 	93.7 	103 	109.8 	: 	113.3 	: 	124.2 	: 	136.3 	: 	136 	: 
A,GOV,TEC,F,FTE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	203 	182 	159 	116 	120 	91 	95 	90 	81 	103 	172 	152 	151 	181 	177 	114 	138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.8 	: 	16.6 	43.5 	: 	: 	19.3 	22.8 	44 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46 	45 	47 	44 	41 	55.8 	35.4 	100.4 	: 	: 	4.5 	14.7 	13.1 	7 	5.7 	12.5 	: 	6 	: 	: 
A,GOV,TEC,F,FTE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 	3.3 	0 	0.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	0.3 	0.3 	0 	0 	0 	: 
A,GOV,TEC,F,FTE,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	961.7 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	537 	174.4 	: 	404.6 	384.2 	495.4 	462.7 	511.2 	: 
A,GOV,TEC,F,FTE,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	489.6 	447.2 e	404.9 	369.4 e	333.8 	361.4 e	389.1 	453 	403.3 	303.6 	185.2 	204.5 	303.1 b	326.4 	357.4 	367.4 	372 	352.5 	351.5 	440.3 	462.1 	442.3 	441.9 	: 
A,GOV,TEC,F,FTE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1273 	1440 	989 	746 	882 	1115 	1188 	1313 	1063 	1016 	1060 	1224 	1010 	1018 	997 b	1048 	1036 	957 	1008 	1029 	968 	895 	884 	877 	838 	867 	794 	: 
A,GOV,TEC,F,FTE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	740.9 	666.4 	489.7 	508.3 	488.1 	485 	380.3 	511.5 	626.6 	525.9 	699.9 	728.4 	668.4 	789 	811 	754 	812 
A,GOV,TEC,F,FTE,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99 be	: 	182.7 e	: 	57 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GOV,TEC,F,FTE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	323 	311 	273 	337 	206 	226 	221 	214 	290 	246 	160 	160 	263 	309 	315 	306 	300 	328 	277 b	248 	271 	257 	302 	313 	218 	224.6 	249.9 	244.7 	236.6 	174 	213 	: 
A,GOV,TEC,F,FTE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	832 	783 	772 	710 d	678 d	663 d	517.9 d	473.8 d	541 d	614.2 d	622.4 d	564.7 d	565.1 d	490.3 d	524.3 d	380.6 d	426.1 d	515.1 	434.6 	478.5 	385.6 	388.7 	374.2 	376.8 	428.1 	361.8 	: 
